0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
0.098,0.083,0.103,0.132,0.121,0.104,0.129,0.124,0.337,0.169,0.134,0.115,0.12,0.43,0.105,0.082,0.078,0.104,0.11,0.086,0.115,0.114,0.107,0.131,0.08,0.103,0.087,0.118,0.09,0.091,0.101,0.169,0.117,0.291,0.108,0.106,0.174,0.313,0.177,0.327,0.106,0.24,0.175,0.149,0.324,0.178,0.203,0.361,0.3,0.162,0.156,0.123,0.34,0.114,0.151,0.108,0.134,0.155,0.182,0.089,0.09,0.131,0.29,0.151,0.158,0.205,0.128,0.108,0.107,0.138,0.119,0.177,0.118,0.128,0.149,0.32,0.138,0.29,0.135,0.145,0.184,0.185,0.091,0.163,0.278,0.138,0.229,0.286,0.123,0.2,0.208,0.154,0.106,0.112,0.246,0.128,0.128,0.238,0.163,0.273
